text,category
    It’s a bit harsh but I think we all know that we are cowards hence we keep trying to seek a scapegoat by blaming foreigners for our limbo. Just a question. Do you know how much it cost SADC countries to fight aparheid in what was called the TotalStrategy by the aparheid gvt?,Xenophobic
"This guys are not S. Africans, their all foreigners. Our country under complete siege from foreign criminals. ",Xenophobic
" the issue of influx of illegal immigrants is a brewing issue that no political can party is willing to tackle. All these issues stem from that. Let’s be honest, no South African migrant can act like that in any other African country or take over a city like that.",Xenophobic
Foreigners will definitely celebrate if ANC succeed in toppling you. ANC doesn't care about us neither do they care about this country. ,Xenophobic
 But you don’t call the Europeans who own the company that supplies your data foreigners.,Xenophobic
" safmtalkingpoint we're suffering in RSA, an the foreigners are even starting some organisation for themselves an one day I say this one day foreigners we take over the province of Gauteng as they're getting organized by day as they're many",Xenophobic
" These foreigners have been in the country and breaking law for the past 15 years. Are you saying you only realized now. Premier , the city is getting into rubble under your leadership. This your government’s last chance. Do something or else...",Xenophobic
  y is de Minister so economically with de truth? While he was the commissioner he said he will raid Hillbrow &amp; Sunnyside till today nothing has happen. Min who share de inform abt the raid of de counterfeit goods. SA sovereignty is sold to foreigners,Xenophobic
  Foreigners for sure ,Xenophobic
" powerdrive TT I have this question to ask today. As ANC is going to put the motion to remove Mashaba as a Mayor, who is going to celebrate if they can take Mashaba out? My answer is only foreigners an those who want tender's from ANC corruptions.",Xenophobic
"With due respect, you didn't include S. Africans on the panel on ur show in the morning to discuss this issue of illegal immigrants n u only invited two foreigners who were biased n defensive of foreigners who attacked police n trashed entire CBD ",Xenophobic
" safmsunrise  our children's one will be blaming us the current generations, they will ask why you  let our country go to foreigners. An why we given our country to foreign people again after 1994. The question will come in future",Xenophobic
"I'm really mad at SAPS. Fusek nxa. Ba paletje ke ma foreigners last week maar today ba itile bo senatla ramapanta, nxa. Okare comrades ba ka ba nyesha sis",Xenophobic
   And she was a freedom  she wants foreigners to rule!,Xenophobic
" That's what I'm saying. Foreigners with legal papers and are able to support themselves legally, they're most welcome. People who come here illegally &amp; proceed to commit crime must be removed.",Xenophobic
 wat gaan aan met jou... Die foreigners vat onse se land vir g ,Xenophobic
"I find it funny how the same people who make noise saying ""no African is a foreigner in Africa"" are the very same one's wanting foreigners to go back to where they came from.

Also they very quiet on foreigners from say Europe, Asia or America.",Xenophobic
"I've said it, the media have the tendency to masquerade themselves as the epitome of love to foreigners. They characterize those who abhors illegality especially committed by foreigners, as xenophobic. And they live far way from the same foreigners they claim to love. ",Xenophobic
How come the same energy used to want to rid SA of black foreigners from other African countries is not to alps rid SA of white and Asian foreigners?,Xenophobic
"JobergCBD  
 
   
We fought for our land from apartheid government to give it to foreigners.
What South Africans will get on their land. 80% of JobergCBD is own by foreigners. Is this ok or you'll say its xhenophobia?",Xenophobic
" It's us who are leading the way, they  (foreigners) took it from us ",Xenophobic
   No ways we have a captured state. Zondo commission is a joke. The foreigners own thos country. Our politicians sold us out. Sold our country. China owns us. Wait and see,Xenophobic
"JHB CBD foreigners have called for ceasefire with the police, reassured the police that they are no longer in danger  😂😂",Xenophobic
  Everyday black South Africans are insulted daily by european invaders &amp; say nothing. Your mothers work in their kitchens &amp; get abused by them. They dominate your media &amp; insult you but you never complain only to try &amp; give black foreigners your attitude?,Xenophobic
     It is so painfully obvious that these foreigners are here breaking the law by being unlawfully in this country and then their lawyers are still talking about respecting their rights. As far as I’m concerned you don’t have a right in any country if you have illegally gained entry!,Xenophobic
   So 34/35 African commit a crime jiki jiki all African foreigners must go home?,Xenophobic
"The only foreigners in South Africa is black people, wake up darkie we will always fight each other while other nations use us as cheap labor.",Xenophobic
"  When south Africans say foreigners,  they're  referring to people from other countries except for Swaziland,  Lesotho and Botswana.  They don't see those as foreigners.  

language is a locator.",Xenophobic
   We expecting HRC to tell us what police must do to  lawlessness by foreigners. Attacking our  police is treason.,Xenophobic
"Why not
These foreigners did the same in their countries, running eventually dry, flocking to RSA to survive, and want to do same here .
Deport them refuse them to enter again.
As tax payer i demand action ",Xenophobic
"I think we as South Africans needs to start to be selfish, these foreigners are infiltrating systems that are supposed to be protecting us. They destroy our sisters with drugs, commit mass murders in the country, incinerate our children in the worst form. Call me xenophobic 🖕",Xenophobic
South Africa state is too weak to a point where foreigners start behaving like spoiled children. I think South Africa must sent a strong message to foreigners not to abuse the country’s hospitality.,Xenophobic
"     That’s true though to an extent if you take out human rights from it, however instead of these ones helping us they take a lot of bribes from these “foreigners” and when they fight they expect us to have their backs? I wish they can just burn all police stations, tomorrow!",Xenophobic
South  African police though... if it was students they would've long took out the guns and shoot. JHBRiots foreigners ,Xenophobic
Do we really give up our South Africa to foreigners   South Africans let us fight back  ,Xenophobic
" We know mos you are part of ppl who are tabling motion of confidence using foreigners to unseat myor ,what you are doing is a grave mistake,fight your battles dont use foreigners to fight mayor",Xenophobic
On the other hand. How will foreigners respect the laws of the land when the locals burn schools and damage infrastructure when they DEMAND housing? You respect a country by observing the behavior of locals. Ask those that travel the world.,Xenophobic
South Africans we must vote for a party that will clean this country out of illegal foreigners,Xenophobic
"  And we will never be , not with this kind of behavior foreigners acting like they own the city 😷",Xenophobic
   Everyone knows it was foreigners protesting...,Xenophobic
South African local saying to foreigners due to the riot violence they did in Joburg CBD a few days ago ,Xenophobic
"""Foreigners who live in your land will gain more and more power, while you gradually lose yours. 
They will have money to lend you, but you will have none to lend them. In the end they will be your rulers."" - Deuteronomy 28:43-44

JoburgCBD  ",Xenophobic
"   Law enforcement agencies must deal with all those involved &amp; not just deal with ""foreigners"".",Xenophobic
"Funny how in S.A foreigners are only black people from other African countries but not people from Europe, the Americas and Asia.",Xenophobic
"  This what going to happen going forward. The focus will be on foreigners as criminals and the consequences of doing so are dire. Our views are shaped by our experiences, I can't agree or disagree with you on how people perceive crime in SA.",Xenophobic
"We can't even walk free at night in Hilbrow becausewe are scared of these foreigners. I think is about time re itseela molao mo diatleng jaanong😠😡
JoburgCBD ",Xenophobic
 Illegal Foreigners can't be striking in our country for bring Street vendors,Xenophobic
"    As South African I’d be the first to acknowledge that we also do play a part, by either smoking and doing drugs and lastly by being mules but biggest players here are foreigners. But let us not divert from the point at hand the anarchy caused by them yesterday.",Xenophobic
"Dear foreigners, can you throw stones eMTN taxi rank i just wanna see something ",Xenophobic
foreigners Where is Mapogo? ,Xenophobic
"Ilegal foreigners are businesses owner who don't contribute towards tax , so sad!!!",Xenophobic
"So foreigners, as confirmed by the police (who May even be illegal) attack cops and undermine the authority of The State, not for the first time mind you and all our government  does is release statements condemning the incident.  No decisive action. Shockingly disappointing!!!!",Xenophobic
  At what point does SA stand up and say enough is enough.  We can't be disrespected by people who ran from their own countries.  Everyone find it easy to SA ignoring the fact that illegal immigrants are playing a huge role perpetrating crime,Xenophobic
Foreigners occupy 80% of jhbcbd  and attacked the state the presidency needs to intervene.,Xenophobic
"  Because unlike the 5mil whites &amp; 2mil Asian foreigners here, I’m lifting up Africa because that’s my country. Why don’t you ask what the Europeans &amp; Asians who make your mothers domestic workers &amp; sex objects what they r doing here before u ask an African why they r in Africa?",Xenophobic
  We'll deal with them once we're done with foreigners,Xenophobic
" That the issue? So the issue isn't about illegal foreigners?

Don't you come here and tell me shii about relevance when clearly you don't know what you talking about.
Fxck outta here",Xenophobic
Fucken foreigners in my country ,Xenophobic
👏🏾you👏🏾are👏🏾quiet👏🏾👏🏾 what are you going to do about foreigners???,Xenophobic
"Lol foreigners say police must inform them on time before they conduct raids, they say it's their right to be informed",Xenophobic
JoburgCBD the government must deploy these guys aii we can’t be disrespected by foreigners ,Xenophobic
"That's why yesterday I wasn't shocked when it was said that foreigners were the ones stoning the cops. I genuinely am not shocked. Yes if it's proven that it's not them, it's still cool. 
But those people have no respect for SA. They see us as clowns. Yes not all, but it's a lot!",Xenophobic
  I heard that Mc Donald's was robbed in East Rand and guys didn't cover thier faces even... Was weird... Tho they weren't white apparently.... Not sure why isit because they are foreigners and just super arrogant? Lol,Xenophobic
"1652s need to sit this one out.

The JHBRiots yesterday confirmed 2 things:
•effectiveness of the minority complex &amp;
•how indigenous Africans can gain true liberation from the actual foreigners eMzantsi.

However, what we witnessed was blatant disrespect of us as a nation. ",Xenophobic
" When we attack the foreigners we are called xenophobia, it’s time for Ramaphosa to tell the police to shoot to kill",Xenophobic
" We have taken a stand, and our position is let's foreigners go foreign in their own land.",Xenophobic
  Are you 💯 percent certain it’s foreigners who were protesting?,Xenophobic
Azihambe lezinto kvele knyiwe onceeee... Bloody foreigners ,Xenophobic
" Errr OK, I lived in the street were these foreigners sell them daylight without fear and everyone in that street knows. So I'm speaking from a close range",Xenophobic
 UpdateAtNoon SK we're in trouble with foreigners in JHB CBD an what I see they had outnumbered us in CBD an the next is they will make an organisation that will fight us also in out own country. Am so worried that ANC don't see the work of Mashaba in Jozi,Xenophobic
"foreigners
Even at the wharehouses and factories they taking our jobs",Xenophobic
"foreigners

JHBTraffic Jhbcbd Foreigners 

Time to bring this boys to clean those lawless foreigners ",Xenophobic
 He was deemed xenophobic after saying that. South Africans elite and politicians don't wanna face the truth about foreigners ,Xenophobic
"foreigners
I wish shaka zulu was still alive and sort this foreigners issue quickly the South African police are useless ",Xenophobic
foreigners no Political part want to engage this only  that is saying something. PUTSA1st act against this criminal activity. ,Xenophobic
" There’s a difference between demanding services through protests(peaceful or violent) and what is happening in Jhb CBD. 
What’s the reason for the disruptions occurring there? Cause illegal immigrants aren’t ‘entitled’ - for the lack of a better word - to any state resources.",Xenophobic
" Now the difference is that there’s some form of ownership to this country with locals. The law can hold someone accountable whereas with illegal immigrants, that isn’t the case.",Xenophobic
 Saying Foreigners is vague!! You have say which countries are messing up SA. I’m also a foreigner.,Xenophobic
foreigners umuntu no muntu akahambe aye kubo mahn fuseg Joburg CBD is our economic centre!,Xenophobic
"   Hahahaha wapeinelwa ne , you certainly having chest pains😂😂😂 once again those illegal immigrants must f@$k off from our shores, they must go back where they came from.",Xenophobic
"Students protest peacefully, they get imprisoned.

Illegal immigrants protest chasing police with stones, police withdraw.

A country in a serious crisis.

Grootman your vision won't work 
JoburgCBD",Xenophobic
   Illegal immigrants must f$ off 🚮 &amp; close the boarders. Sooner or later we will man handle them &amp; deport them ourselves.,Xenophobic
   As a guy who works at SAPS you don't know the measures we take in regulating foreigners. They just keep coming in numbers. It's tough work that even you working at SAPS you would see it. Only bystander can judge us.,Xenophobic
 And they are captured by the same foreigners by taking bribes from them which is something that started at our borders.,Xenophobic
What happened in jhb cbd is criminality. People were doing what they have never done in their countries of origin. Foreigners must respect South African laws. There is no two ways about that. Foreigners are getting too comfortable in mzansi. ,Xenophobic
lts give government few days to deal with this foreigners or else we wl do the job. we know hw to deal with them JoburgCBD,Xenophobic
We not being xenophobic about anything here but honestly foreigners needs to go JoburgCBD,Xenophobic
They must just depot these foreigners.  Go debate nabokhokho bakho☝🏾✋🏾✋🏾🤞🏾,Xenophobic
"  Exactly what wena?? Those are illegal immigrants, nihamba nivuma wonke umbhedo 🚮",Xenophobic
  Uyanya wena those are illegal immigrants who don't have permits &amp; selling fake good.,Xenophobic
" You keep exposing yourself, uyisdom ngempela wena mubiza.
You just choose to ignore the fact that that's foreigners. Those are illegal immigrants who don't have permits to sell on the street's furthermore they are selling fake goo &amp; law enforcement is forfeiting them. Wake up.",Xenophobic
  Bona they really piss me off But that doesn't give foreigners the right to that shit,Xenophobic
foreigners unacceptable. Police must act decisively on these people. This is lawlessness madness.,Xenophobic
Joburg is out of control I've seen some of our police officers and traffic cops working with foreigners........ They even organise them some fake passports and documents in exchange of Money I see this more often in jhb cbd....they work hand in hand hence they uncontrollable.,Xenophobic
Kempton Park 😔😓😢 foreigners,Xenophobic
"The biggest problem in South Africa is not foreigners (Nigerian) but your sisters who hyped them for having (mayete a magolo) big dicks.

RSA women are the problem, foreigners will never respect you fellow RSA men🤷🏾‍♂.",Xenophobic
Foreigners behave yourselves or else in our country or else!!! please deal with those anarchists.,Xenophobic
"   Our Government must deal harshly and decisively to any illegal foreign national irrespective of their nationality and they must stop clowning!,where have you seen foreigners attacking the law enforcement in the world?",Xenophobic
JoburgCBD Xenophobia foreigners JHBRiots ,Xenophobic
" Arrggg, ave ningbhora wena yall definitely don't get it but still wanna talk.

I'm talking about who do we identify as foreigners, because if we then can start saying all non south Africans must leave, are we also talking about the white or does the term only identify with blacks",Xenophobic
 Yes most are foreigners I agree but lets not sit here and make it seem like the whole Africa lives in tge CBD,Xenophobic
 Definitely not a group of supposedly mature people sitting on tgeir asses going on about chasing foreigners out of a country😒🏌,Xenophobic
JoburgCBDSO  FOREIGNERS  HAS  THE  RIGHT  TO  ATTACK  OUR  LAW  ENFORCEMENT  AGENCIES? AZANIA IS NOW BEYOND REPAIR NJE. THOBELA!,Xenophobic
"It's not a South African special thing to first enquire about the nationality of the criminal when a crime is committed! It is an international thing, widely accepted, even in those countries where these criminals come from! foreigners",Xenophobic
"  😂😂😂😂 don't ever say this again...

Wena you counted johburg cbd and did the math and saw it's 80% foreigners.",Xenophobic
It's time to deport foreigners to their countries. Now,Xenophobic
" safmtalkingpoint people are saying how frustrated they're when it comes to foreigners as I listen to ppl calling, BG RSA is very week an we have no choice as our Constitution is protecting the wrongs, I hate this (RSA belongs to who ever leave in it) this was wrong",Xenophobic
"Still no land, no jobs, what we have from ANC is undocumented lawlessness annoying foreigners. It's time to deport.",Xenophobic
" And I ask again, are you sure its only foreigners who were there or you going with what the twitter street say?
Coz I see it as street vendors vs cops and you and I both know there are south Africans who also sell in JoburgCBD",Xenophobic
"May I ask?
Are the white people in South Africa also foreigners or that's hust for the African people in JoburgCBD and the rest of SA?

JHBRiots",Xenophobic
"Speech against foreigners is really not the way, whether or not there was South Africans amongst them we won't know.
Call for the perpetrators to be punished and not say foreigners 
JHBRiots MorningLive",Xenophobic
"So a raid happened in johburg and it led to cops being attacked with stones and what not, my issue is how this is suddenly foreigners attacked police. JoburgCBD has all types of nationalities selling there including south Africans.

I'm not condoning the behaviour but the hate",Xenophobic
"Ay cha abahambane, but ke i will delete this Tweet soon cos ill be called Xenophobic &amp; self hating. But the JoburgCBD saga was a damn insult to our country  foreigners",Xenophobic
All foreigners to go back home ,Xenophobic
" safmtalkingpoint I wish  was our premier in GP the man he's the one understanding what we go through, an ANC they want to remove him, an EFF I can't trust them anymore as I don't think they see what we go through when it comes to foreigners matters",Xenophobic
Foreigners must go back emakubo sebeyanya manje ,Xenophobic
 may you please give SAPS a go ahead to kill foreigners just like you did in Marikana JoburgCBD,Xenophobic
" safmtalikingpoint is painful to what it is now foreigners has taken over JHBCBD an when we talk HumanrightCommission will be saying we're xenophobic, so what now when the police are also attacked like this, those guys they want to do as they please shame to us RSA ",Xenophobic
  Get rid of foreigners and let's rebuild SA.,Xenophobic
  These cops dont have Integrity and our politicians are not working together to better or make our country a safe place to leave in. Foreigners do as they please in our Country.,Xenophobic
Foreigners JoburgCBD 😬😬 ,Xenophobic
"  I'm not sure if we can go to Legos,  without papers and start throwing stones at the police, as undocumented foreigners 🤷🏾‍♂️

This is what we get for not properly managing our Country! SAfmSunrise",Xenophobic
 South African gov likes foreigners so they won't do anything,Xenophobic
"  That's my point exactly. Why are we allowing foreigners to get so comfortable that they now decided to disrespect our laws and our law enforcers? Why are we even exercising tolerance? Just go in and deport all of them. They should not be here if they don't respect us
😡😡😡😡😡😡",Xenophobic
  What eventually after what he said? Who's burning trucks in KZN? Is it foreigners???,Xenophobic
" So we have Zulu people then we have foreigners. Uqinisekile ukuthi makungabanjwa wonke umuntu obelaphayana izolo ngekesiwathole ""Zulu people"" kulabobantu you don't want refer to as people?",Xenophobic
"Something needs to be done this foreigners. When students do this ba swariwa, fokof JoburgCBD",Xenophobic
" The Boarders should ONLY be open for the purposes of ""Trade"" not settling and citizenship! We are not as free as these foreigners in any country they come from.  rectify your mistakes before we find ourselves ruled by a foreigner. Saps is ineffective. Deploy SANDF",Xenophobic
"I honestly don’t know how to feel about this foreigner riot happening around Johannesburg 💔. We have had white people as foreigners and our battle with them is not an easy kind,but never have they ever done this. They’re trying so hard to make SA work. Our own African Beothers?",Xenophobic
" For how long have the country cried to government regarding these foreigners? When we do so, the government says its xenophobic! We can never be this free in their home countries. Government must fix this. Everyone must return to wherever they came from. Period! ",Xenophobic
"  powerbreakfast it stress me very as RSA person, our CBD has hijacked by foreigners, an when we talk those HumanrightCommissions are there to fight the reality. So now RSA ppl must just fold ✋ an watch people take over Safrica is painful to me ",Xenophobic
    can we have a Comission and address this foreigners and border situation and then we can decide on a way forward because we have a crisis here.,Xenophobic
"SAPS rather kill their own people than foreign officials. They rather shoot students who are fighting for their education and miners fighting for being underpaid than shoot foreigners. Cry our beloved country, CRY! JoburgCBD",Xenophobic
   💯 right my dear. Any attack on our police is an attack on the the people. It is wrong to select a section of the attackers &amp; shove all the blame on them. One gets the sense that only foreigners are capable of attacking the police in this manner. It's completely wrong.,Xenophobic
  Feel safe of who. I have been robbed 2 times In jhb cbd not by Nigerians bro but by south Africans. So why just blame foreigners for everything wrong happening in this county. My phone was grabbed in the car in marabastard also by a south African bro,Xenophobic
 Surely by these damn illegal immigrants!!!,Xenophobic
"For As Long As Your Government Officials Are Still On Foreigners Payroll,Nothing Will Change. ",Xenophobic
"Why are we acting surprised it's not the first time this happened 
foreigners JoburgCBD JHBRiots ",Xenophobic
True look the it lyk whole town full of foreigners! ,Xenophobic
We will be called Xenophobic by others yet we cannot allow this to happen anymore our country and its sovereignty is under attack and  is mum and silent  was quick to kill miners and are damn scared to shoot foreigners when they attck them,Xenophobic
"  Not sure, but majority is foreigners 🤞🏾",Xenophobic
" safmsunrise  on Foreigners yesterday, RSA laws is very week an HumanRightsCommission is failing us always, when we talk as RSA ppl, campaign start where all media say NoXenophobia where by when RSA ppl speak truth they're called xenophobia ",Xenophobic
 and  the riots in central Jhb yesterday was foreigners attacking our police force. We need to bring in the army now and do a shutdown of the area until these guys are arrested and sent back. Everything that’s illegal is happening there. ,Xenophobic
" why the govt is always attacking our fellow SAfricans when trying to make sumthing for a living? If that continues,we also attack foreigners in our locations bcause they're also trading illegally,as they not paying tax.",Xenophobic
" But then the government can only handle this foreigners issue if they start handling their own corrupt members.
Till then ...issa party in these streets and we should join",Xenophobic
 But on the real...we can't treat this foreigners issue like it's a small thing .it's really serious and economically costing us as most these people sell counterfeit shandis so they gain and we don't,Xenophobic
 Why are u even here in the 1st place? foreigners ,Xenophobic
 But what do you suggest happens with these crazy acts from foreigners,Xenophobic
" I stands for obidience to law &amp; order. However, I took an exception to your reference ""..you guys.."" I've read many of your comments regarding foreign nationals &amp; they're distasteful. It seems like you've a sort of trapped anger against foreigners, not just the illegal ones.",Xenophobic
"What happened yesterday in Joburg CBD where foreigners attacked  and , we would have had our leaders all over radios the whole night and this morning, and statements issued if the acts were done by South Africans.",Xenophobic
Funny how the people calling for foreigners to be killed are the very same one's who go to Small Street to buy fake goods.,Xenophobic
"A caller on  recon ""setlhare sa mosotho ke lekgowa"". One Lindiwe says we must employ more white policepeople cos the reason why the foreigners were attacking police was they're black. If they were white they wouldn't have.",Xenophobic
"React to this foreigners who are terrorizing the city the same way you react to armless students, who are demonstrating their frustrations peacefully. Government take us serious DavidMakhura ",Xenophobic
" There definitely are that many of them with that much time. That much I can tell you, if you're unaware.

Yes we can argue about how factually true the reports about it being foreigners are though.. could be a crowd mixed with South Africans for all we know 🤷🏽‍♀️",Xenophobic
 I mean how r they goin 2 act when the same police hv made friendship with foreigners. They collect money from them daily mxm😈,Xenophobic
"  PowerUp Tshepo is really missing the point, he talk about been taught about our leaders been in exile, yes its true but they were behaving and certainly not like the present foreigners of today and what they did at jhbcbd",Xenophobic
 This foreigners are undermining us now.We must help law enforcers and moer them we can't let a small nyana group of people making our country ungovernable,Xenophobic
"            South African law enforcement agencies have long lost respect, taxi drivers, drug dealers, gangsters, car hijackers, human traffickers, land grabbers, illegal immigrants etc bazenzela umathanda nje.",Xenophobic
"     Not only health budgets, everything from Home Affairs, Police Stations, Sewer System, Prisons, Housing, Workplaces, Mortuaries etc are overpopulated by foreigners",Xenophobic
"Dear  your crying like small babe about jobless situation but our illegal foreigners occupied all restaurants,retails store's,security , cleaners,constructions,famers and many more but you turn blind eye's why mara?now they even beating our police ",Xenophobic
"As citizens of this country we say, foreigners must be deported. It's not jst abt stones thrown at police vans bt d disrespect to the law of this country. Politicians like to scream they fought for freedom from apartheid,"" while you watching, it's been taken back by foreigners. ",Xenophobic
 M sure 95% of this guys are not foreigners so Mr Man please delete your tweet and stop trying to be relevant cuz u just an agent on ur own,Xenophobic
  Maybe he's part of the people who received the attendance register of all these on the street attacking the police. Blame it all on foreigners national brigade!,Xenophobic
              Do honestly think people here want to hear that kind of truth? You are asking them to take equal responsibility for what happening in Joburg &amp; not shove on foreigners only. That will never happen believe.,Xenophobic
"  Jhb metro has an estimated population of 5.2 million people (Gov Mun, 2016 report). 80% of that means there are over 4 million immigrants here in Jhb
Thats impossible as there are only 2,8 million foreigners here as of 2017 (StatsSA) . So you and the minister don't research.",Xenophobic
 Abangani bawo .... foreigners knew prior what's gonna happen,Xenophobic
 These foreigners are showing us the middle finger and they know that we won’t do anything about it.,Xenophobic
"    Our law enforcement under attack from foreigners and not even 1leader comment about this,but locals do that life ammunition could be used ",Xenophobic
" Am not xenophobia but 1day this foreigners will chase us out of this country,,,ndivhanzhisa havha vhathu   ",Xenophobic
"Yeah well land is might become another form of corruption but don't hold your breath.... also then a lack of food security.... 

Tho hear what he says about foreign nationals holding Hillbrow which centre of Johannesburg South Africa is held hostage by foreigners kinda thing... ",Xenophobic
  Mara wena. The fact that you telling a woman to go put herself in harms way just to prove your point shows how disingenuous you are. She was just highlighting the lack of equal outrage on crimes done by ourselves locals compared to foreigners.,Xenophobic
  Aibo where is the army? These foreigners aseyajwayela😳😳,Xenophobic
   So South Africans don't undermine law officers? And do you have a list of all these people proving that they are all foreigners?,Xenophobic
"   20million🤭? even Stats SA would be shocked. BTW, Are you also counting white foreigners?",Xenophobic
"    Yes we use skin colour, accent isn’t it to “other”. Blacks are foreigners and whites are expats. SelfHate",Xenophobic
"Let alone being Xenophobic it is illogical to be angry at Foreigners when they are fighting the same SAPS that shot to kill in Marikana and during FeesMustFall. 

They are doing our work in Joburg CBD!!",Xenophobic
I’m offended as a South African that our police force were beaten up by scores of Foreigners in the City of JHB. This will never happen in any other country.     ,Xenophobic
"I saw some guy talking about Joburg CBD saying we are surrendering our land that we fought for to foreigners . What land? We don’t have land. Foreign whites have it. We can’t fight for rented land, let’s take it back first.",Xenophobic
" That's totally unacceptable, it's only few foreigners who made it difficult for others?",Xenophobic
Why our country is completely so soft towards the foreigners? These guys are stealing everything we have. They can even have courage to attack our police personnel. Ag maan! A war between us South Africans a these foreigners is eminent.,Xenophobic
"""Foreigners are too comfortable in this country"".....

But then white people are also foreigners and they control the whole country.",Xenophobic
"Dear    This is completely uncalled for, reckless and careless statements coming leaders in government. CoJ leaders &amp; their supporters continue to dehumanize immigrants unabated. ",Xenophobic
"Where's Julius, Floyd
and the self righteous Tema, who use the platforms thy occupies to sell themselves as those who love foreigners more than some of us!
They'll come a time when Malema and  will once again apologize for their reckless calling of bordeless africa.",Xenophobic
NAME?,Xenophobic
Maybe it's time that we give over to IFP and Marashea to go and restore law and order at the Joburg CBD. We cannot have a situation where our country is taken over by foreigners and West Africans in particular.,Xenophobic
"Foreigners are disrespecting our country now 
Attacking the police  you were quick to kill miners but look now yall are weak",Xenophobic
 what are u guys doing about the Foreigners,Xenophobic
"Foreigners are holding our country at ransom, they do as they please. They would never dare the police in their own countries like they do to our police. We are at their mercy and I doubt the government is capable of reigning them in.   ",Xenophobic
I’ll never forget the day some foreign nigga told me that we as South Africans are weak and that our constitution is a joke and that’s why foreigners can come here and whatever they want. I see now ,Xenophobic
The foreigners just screwed themselves over by doing what they did today in JHB Town!,Xenophobic
  Imagine me going to Lagos throwing big stop at police car. I wont even last 2min breathing. But we allowed such nonsense... Government needs to wake up or else this country with be run and owned by foreigners.,Xenophobic
"Glad you mentioned ""illegal immigrants""  ",Xenophobic
Police have been abusing Foreigners for a long time in the jorburg cbd at some point they where going to retaliate. Not saying it was right what happened there.,Xenophobic
"  Exactly, it’s time for us to call a spade a spade.  If the riots are mostly illegal immigrants let’s attack the problem head on?",Xenophobic
"I, As a Resident i fear walking around freely. Chances that i'm gonna get mugged are 90/100, South Africans have given up their City to Undocumented/illegal foreigners.",Xenophobic
I support Donald Trump sometimes....look what is happening inSouth Africa Foreigners,Xenophobic
" Time for real leaders to rise, this is the real litmus test of decisive leadership!

This is treason, by among others undocumented immigrants!",Xenophobic
" I should have mentioned that we've lost it to foreigners, which is not the case with the country YET",Xenophobic
"Foreigners are attacking cops at Joburg CBD, while Pretoria CBD is a mess : and SMU is also following court interdict : This country is unbecoming",Xenophobic
Glad Yusuf told us that. It’s hard to know if it’s SAMWU or foreigners running amok. My first thought was SAMWU. ,Xenophobic
"This country has to do something about foreigners, it’s getting out of hand now",Xenophobic
We are foreigners in our own country,Xenophobic
These are foreigners say what wheres them police officers that be shooting black kids while they fight for free education ,Xenophobic
Herman must just ask my brothers there by Bree and Noord taxi rank to clean the streets and promise them cash lama foreigners anganya nyi,Xenophobic
" you cannot just sit and watch foreigners run riot in our city, destroy property and damage our state vehicles, minimum or maximum force required now, time to fight back or wrestle back our City. If you found them to be undocumented send them home please",Xenophobic
"I mean where in the world accept South Africa, foreigners attacking our law enforcement, I am gutted by this, if they stand and defend themselves is still wrong 💔💔💔, cry my beloved country ",Xenophobic
"It is only fair to say South African government has given so much power to the foreigners, they attacking our police with rocks and stones, what a time to be alive 💔💔",Xenophobic
  ☞ this are foreigners doing this. You want to cry xenophobia now why busy messing our country.,Xenophobic
   Exactly they are foreigners doing this hebaan,Xenophobic
 Enly blacks are foreigners in south africa seems like south africa belongs outside of africa,Xenophobic
"It's clear that foreigners known as our ""African Brothers"" are now not even afraid to fight our law enforcement.",Xenophobic
"  Number of foreigners has sky rocketed from  2009 to 2019. When we complained they called us xenophobic , the foreigners call us lazy and Zuma was praised through out Africa for allowing the borders to be open.",Xenophobic
 The foreigners wrecked Eskom and turned our SOE’s into hyena feeding grounds?,Xenophobic
  Criminals do not go around with faces written South African or immigrant. Stop that 98% nonsense of yours &amp; protect us from your ignorance.,Xenophobic
 in Johannesburg has been walking/driving around asking foreigners for passports and permits like we're in before '94 times. &amp; if they're not carrying these documents they ask for bribes or they take you to the police station. is this allowed?,Xenophobic
"Does this unemployment figures include South Africans only or even foreigners who are living here are included?
Unemployment",Xenophobic
"BuyaMthetho RegionF1 
Joint operation OkaeMolao by ,  &amp;  conducted in Yeoville. Focus for the operation was illegal immigrants and any illegal activities in the area.

30x illegal immigrants arrested &amp; detained at Yeoville Saps ",Xenophobic
ReaTsotellaMonday foreigners are also corrupt ,Xenophobic
"It’s easier when you a South African citizen, foreigners go through the most to get basic documentation kasiscammers ReaTsotellaMonday",Xenophobic
Foreigners sell rand assets at record pace as Eskom woes mount   via ,Xenophobic
" Not just white people. Many black people, indian people, coloured people, poor, rich, foreigners, men and women, young and old. Many many people believe that capitalism is the way forward. Including myself.",Xenophobic
ItsHeartbreakingThat some South Africans make noise about being pan-Africanists and that they are not foreigners in Mzansi BUT turn around an incite violence against people from other African countries. ,Xenophobic
"She called blacks working in Cape Town ""foreigners"". She justified colonialism. And recently she called corruption ""black privilege"". Now she is working for something called Institute of Race Relations. ",Xenophobic
   I don't know but Maritzburg already have 5 foreigners,Xenophobic
 He’s never won anything so that wasn’t gonna change! But they’ve had 2 foreigners after Baxter!,Xenophobic
"The thing is our politicians give ppl land or houses with no economical skill hence they ended outsourcing to foreigners which is not  benefiting our economy ,surely this ppl are making massive profit which benefit their countries with counterfeit goods ",Xenophobic
